Date,Department,Dist,KPI,MIS Dept,Daily Actual Value,Ideal Avg Salary,Ideal Cost,Ideal Head Count,Ideal KPIS,Monthly Actual Value
2022-11-01,Checking-Checking & Packing,Eastern,Picklist Qty,Checking,37665.384615385,14000.0,709976.495732,50.712606838,3600.0,979300.0
2022-11-01,Checking-Checking & Packing,Ekdanta Pharmatech,Picklist Qty,Checking,6.346153846,14000.0,24.679494,0.001762821,3600.0,165.0
2022-11-01,Checking-Checking & Packing,Ekdanta Pharmatech - Aurangabad,Picklist Qty,Checking,823.807692308,14000.0,20703.69658,1.47883547,3600.0,21419.0
2022-11-01,Checking-Checking & Packing,Ekdanta Pharmatech - Nashik,Picklist Qty,Checking,5844.923076923,14000.0,40230.256416000004,2.8735897440000002,3600.0,151968.0
2022-11-01,Checking-Checking & Packing,Ekdanta Pharmatech - Sangli,Picklist Qty,Checking,1012.807692308,14000.0,3938.69658,0.28133547,3600.0,26333.0
2022-11-01,Checking-Checking & Packing,Kalinga Pharmatech,Picklist Qty,Checking,1453.038461538,14000.0,5650.70513,0.403621795,3600.0,37779.0
2022-11-01,Checking-Checking & Packing,Kamal Health Distributors,Picklist Qty,Checking,3947.038461538,14000.0,15349.594022000001,1.096399573,3600.0,102623.0
2022-11-01,Checking-Checking & Packing,Mayapuri,Picklist Qty,Checking,11407.653846154,14000.0,275363.09829,19.668792735,3600.0,296599.0
2022-11-01,Checking-Checking & Packing,Medicos,Picklist Qty,Checking,4681.730769231,14000.0,102206.730766,7.300480769,3600.0,121725.0
2022-11-01,Checking-Checking & Packing,Muthu-MW,Picklist Qty,Checking,29266.538461538,14000.0,878564.316238,62.754594017,3600.0,760930.0
2022-11-01,Checking-Checking & Packing,Patpadganj,Picklist Qty,Checking,6236.769230769,14000.0,265754.10255799996,18.982435897,3600.0,162156.0
2022-11-01,Checking-Checking & Packing,Pharmeasy Wholesale - Varanasi,Picklist Qty,Checking,243.230769231,14000.0,16695.897442,1.192564103,3600.0,6324.0
2022-11-01,Checking-Checking & Packing,Sachdeva Medicals,Picklist Qty,Checking,15550.807692308,14000.0,116475.36324199999,8.319668802999999,3600.0,404321.0
2022-11-01,Checking-Checking & Packing,Sachdeva Prayagraj,Picklist Qty,Checking,256.538461538,14000.0,14997.649576000002,1.071260684,3600.0,6670.0
2022-11-01,Checking-Checking & Packing,Shreeji Distributors - Hyderabad,Picklist Qty,Checking,1.384615385,14000.0,241505.38461,17.250384615,3600.0,36.0
2022-11-01,Checking-Checking & Packing,Simba,Picklist Qty,Checking,35614.961538462,14000.0,782502.6282080001,55.893044872000004,3600.0,925989.0
2022-11-01,Checking-Checking & Packing,Sri Alagu Pharma,Picklist Qty,Checking,817.115384615,14000.0,137927.670944,9.851976496,3600.0,21245.0
2022-11-01,Checking-Checking & Packing,Varma Medicals,Picklist Qty,Checking,2489.769230769,14000.0,170682.435896,12.191602564,3600.0,64734.0
2022-11-01,Checking-Checking & Packing,Venkatesha,Picklist Qty,Checking,1568.423076923,14000.0,30599.423078000003,2.185673077,3600.0,40779.0
2022-11-01,"Checking-Lead,Support",7 Star,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",AK Pharma - Belgaum,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Aarogyadhan,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Aarogyadhan - Jodhpur,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Aarogyadhan - Kota,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Aayush Pharma - Guwahati,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Ahilya Pharmatech - Gwalior,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Aryan - Branch,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Aryan Wellness,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Ashirwad Distributors - Ahmedabad,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Ashirwad Distributors - Bilaspur,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Ashirwad Distributors - Nagpur,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Ashirwad Distributors - Raipur,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Ashirwad Distributors - Rajkot,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Ashirwad Distributors - Surat,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Aspire Pharma - Jammu,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Avighna Bangalore - Generics,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Avighna Delhi,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Balaji Pharmatech - Vijaywada,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Balaji Pharmatech - Vizag,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Bhoj Pharmatech,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",DCA - Indore,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",DCA - Patna,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",DRK Enterprises,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Desai,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Desai Dawabazaar,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",EC Agencies Goa,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Eastern,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Ekdanta Pharmatech,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Ekdanta Pharmatech - Aurangabad,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Ekdanta Pharmatech - Nashik,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Ekdanta Pharmatech - Sangli,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",J P Enterprises,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Kalinga Pharmatech,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Kamal Health Distributors,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Mayapuri,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Mayapuri - Vaccines,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Medicos,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Muthu-MW,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Patpadganj,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Patpadganj - Vaccines,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Pearl-MW,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Pharmeasy Wholesale - Varanasi,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Rau-MW,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Reenav Logistics,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Reenav Super Speciality,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Sachdeva Jhansi,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Sachdeva Medicals,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Sachdeva Prayagraj,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Shell-MW,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Shreeji Distributors - Hyderabad,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Simba,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Soham Pharma,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Som Pharma,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Sri Alagu Pharma,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Varma Medicals,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,"Checking-Lead,Support",Venkatesha,"Checking-Lead,Support - Net Revenue",Checking,0.038461538,16000.0,615.3846080000001,0.038461538,1.0,1.0
2022-11-01,Checking-Modification,2 to 8 Vaccines - Aryan,Line Items Modified,Checking,0.153846154,15000.0,1.6483500000000002,0.00010989,1400.0,4.0
2022-11-01,Checking-Modification,AK Pharma - Belgaum,Line Items Modified,Checking,0.807692308,15000.0,8.653845,0.000576923,1400.0,21.0
2022-11-01,Checking-Modification,Aayush Pharma - Guwahati,Line Items Modified,Checking,1.384615385,15000.0,14.835164999999998,0.000989011,1400.0,36.0
2022-11-01,Checking-Modification,Aryan Wellness,Line Items Modified,Checking,258.538461538,15000.0,2770.0549499999997,0.18467033,1400.0,6722.0
2022-11-01,Checking-Modification,Ashirwad Distributors - Ahmedabad,Line Items Modified,Checking,1.269230769,15000.0,13.598895,0.000906593,1400.0,33.0
2022-11-01,Checking-Modification,Ashirwad Distributors - Nagpur,Line Items Modified,Checking,1.538461538,15000.0,16.483515,0.001098901,1400.0,40.0
2022-11-01,Checking-Modification,Ashirwad Distributors - Raipur,Line Items Modified,Checking,1.615384615,15000.0,17.30769,0.001153846,1400.0,42.0
2022-11-01,Checking-Modification,Ashirwad Distributors - Rajkot,Line Items Modified,Checking,0.076923077,15000.0,0.82417582425,5.494505495e-05,1400.0,2.0
2022-11-01,Checking-Modification,Ashirwad Distributors - Surat,Line Items Modified,Checking,2.692307692,15000.0,28.846155,0.001923077,1400.0,70.0
2022-11-01,Checking-Modification,Aspire Pharma - Jammu,Line Items Modified,Checking,0.038461538,15000.0,0.41208791205,2.747252747e-05,1400.0,1.0
2022-11-01,Checking-Modification,Avighna Bangalore - Generics,Line Items Modified,Checking,33.115384615,15000.0,354.80769,0.023653846,1400.0,861.0
2022-11-01,Checking-Modification,Avighna Delhi,Line Items Modified,Checking,9.884615385,15000.0,105.9066,0.00706044,1400.0,257.0
2022-11-01,Checking-Modification,Balaji Pharmatech - Vizag,Line Items Modified,Checking,0.384615385,15000.0,4.120875000000001,0.000274725,1400.0,10.0
2022-11-01,Checking-Modification,DCA - Indore,Line Items Modified,Checking,11.269230769,15000.0,120.74176499999999,0.008049451,1400.0,293.0
2022-11-01,Checking-Modification,DCA - Patna,Line Items Modified,Checking,6.0,15000.0,64.28571000000001,0.004285714,1400.0,156.0
2022-11-01,Checking-Modification,DRK Enterprises,Line Items Modified,Checking,0.923076923,15000.0,9.890115,0.000659341,1400.0,24.0
2022-11-01,Checking-Modification,Desai,Line Items Modified,Checking,11.230769231,15000.0,120.32967000000001,0.008021978,1400.0,292.0
2022-11-01,Checking-Modification,EC Agencies Goa,Line Items Modified,Checking,0.653846154,15000.0,7.005495,0.000467033,1400.0,17.0
2022-11-01,Checking-Modification,Eastern,Line Items Modified,Checking,207.961538462,15000.0,2228.15934,0.148543956,1400.0,5407.0
2022-11-01,Checking-Modification,Ekdanta Pharmatech - Aurangabad,Line Items Modified,Checking,0.115384615,15000.0,1.2362637363,8.241758242e-05,1400.0,3.0
2022-11-01,Checking-Modification,Ekdanta Pharmatech - Nashik,Line Items Modified,Checking,0.384615385,15000.0,4.120875000000001,0.000274725,1400.0,10.0
2022-11-01,Checking-Modification,Ekdanta Pharmatech - Sangli,Line Items Modified,Checking,1.076923077,15000.0,11.538465,0.000769231,1400.0,28.0
2022-11-01,Checking-Modification,Kalinga Pharmatech,Line Items Modified,Checking,2.0,15000.0,21.428565,0.001428571,1400.0,52.0
2022-11-01,Checking-Modification,Kamal Health Distributors,Line Items Modified,Checking,0.038461538,15000.0,0.41208791205,2.747252747e-05,1400.0,1.0
2022-11-01,Checking-Modification,Mayapuri,Line Items Modified,Checking,259.076923077,15000.0,2775.824175,0.185054945,1400.0,6736.0
2022-11-01,Checking-Modification,Medicos,Line Items Modified,Checking,11.423076923,15000.0,122.39011500000001,0.008159341,1400.0,297.0
2022-11-01,Checking-Modification,Muthu-MW,Line Items Modified,Checking,57.269230769,15000.0,613.598895,0.040906593,1400.0,1489.0
2022-11-01,Checking-Modification,Patpadganj,Line Items Modified,Checking,18.384615385,15000.0,196.97802,0.013131868,1400.0,478.0
2022-11-01,Checking-Modification,Pharmeasy Wholesale - Varanasi,Line Items Modified,Checking,0.115384615,15000.0,1.2362637363,8.241758242e-05,1400.0,3.0
2022-11-01,Checking-Modification,Sachdeva Medicals,Line Items Modified,Checking,36.730769231,15000.0,393.54395999999997,0.026236264,1400.0,955.0
2022-11-01,Checking-Modification,Simba,Line Items Modified,Checking,179.346153846,15000.0,1921.5659400000002,0.128104396,1400.0,4663.0
2022-11-01,Checking-Modification,Sri Alagu Pharma,Line Items Modified,Checking,0.230769231,15000.0,2.472525,0.000164835,1400.0,6.0
2022-11-01,Checking-Modification,Varma Medicals,Line Items Modified,Checking,1.653846154,15000.0,17.719784999999998,0.001181319,1400.0,43.0
2022-11-01,Checking-Modification,Venkatesha,Line Items Modified,Checking,5.153846154,15000.0,55.219785,0.003681319,1400.0,134.0
2022-11-01,Checking-Support,2 to 8 Vaccines - Aryan,Ratio Of Checker (1/10),Checking,452.730769231,14000.0,140.849576,0.010060684,4500.0,11771.0
2022-11-01,Checking-Support,7 Star,Ratio Of Checker (1/10),Checking,18722.807692308,14000.0,5824.8735019999995,0.416062393,4500.0,486793.0
2022-11-01,Checking-Support,AK Pharma - Belgaum,Ratio Of Checker (1/10),Checking,8966.5,14000.0,2789.577784,0.199255556,4500.0,233129.0
2022-11-01,Checking-Support,Aarogyadhan - Jodhpur,Ratio Of Checker (1/10),Checking,45.230769231,14000.0,14.071792000000002,0.001005128,4500.0,1176.0
2022-11-01,Checking-Support,Aayush Pharma - Guwahati,Ratio Of Checker (1/10),Checking,3621.846153846,14000.0,1126.79658,0.08048547,4500.0,94168.0
2022-11-01,Checking-Support,Aryan - Branch,Ratio Of Checker (1/10),Checking,8537.653846154,14000.0,2656.158974,0.189725641,4500.0,221979.0
2022-11-01,Checking-Support,Aryan Wellness,Ratio Of Checker (1/10),Checking,170669.692307692,14000.0,53097.237606,3.792659829,4500.0,4437412.0
2022-11-01,Checking-Support,Ashirwad Distributors - Ahmedabad,Ratio Of Checker (1/10),Checking,3950.346153846,14000.0,1228.99658,0.08778547,4500.0,102709.0
2022-11-01,Checking-Support,Ashirwad Distributors - Bilaspur,Ratio Of Checker (1/10),Checking,1881.038461538,14000.0,585.21197,0.041800855,4500.0,48907.0
2022-11-01,Checking-Support,Ashirwad Distributors - Nagpur,Ratio Of Checker (1/10),Checking,9278.423076923,14000.0,2886.6205059999998,0.206187179,4500.0,241239.0
2022-11-01,Checking-Support,Ashirwad Distributors - Raipur,Ratio Of Checker (1/10),Checking,8639.0,14000.0,2687.6888919999997,0.191977778,4500.0,224614.0
2022-11-01,Checking-Support,Ashirwad Distributors - Rajkot,Ratio Of Checker (1/10),Checking,9717.538461538,14000.0,3023.234186,0.215945299,4500.0,252656.0
2022-11-01,Checking-Support,Ashirwad Distributors - Surat,Ratio Of Checker (1/10),Checking,9977.5,14000.0,3104.111108,0.221722222,4500.0,259415.0
2022-11-01,Checking-Support,Aspire Pharma - Jammu,Ratio Of Checker (1/10),Checking,2738.153846154,14000.0,851.870082,0.060847863,4500.0,71192.0
2022-11-01,Checking-Support,Avighna Bangalore - Generics,Ratio Of Checker (1/10),Checking,29721.153846154,14000.0,9246.58119,0.660470085,4500.0,772750.0
2022-11-01,Checking-Support,Avighna Delhi,Ratio Of Checker (1/10),Checking,11464.384615385,14000.0,3566.697442,0.254764103,4500.0,298074.0
2022-11-01,Checking-Support,Balaji Pharmatech - Vijaywada,Ratio Of Checker (1/10),Checking,788.230769231,14000.0,245.22734599999998,0.017516239,4500.0,20494.0
2022-11-01,Checking-Support,Balaji Pharmatech - Vizag,Ratio Of Checker (1/10),Checking,5672.423076923,14000.0,1764.753844,0.126053846,4500.0,147483.0
2022-11-01,Checking-Support,DCA - Indore,Ratio Of Checker (1/10),Checking,7413.884615385,14000.0,2306.541874,0.164752991,4500.0,192761.0
2022-11-01,Checking-Support,DCA - Patna,Ratio Of Checker (1/10),Checking,6523.576923077,14000.0,2029.557264,0.144968376,4500.0,169613.0
2022-11-01,Checking-Support,DRK Enterprises,Ratio Of Checker (1/10),Checking,21672.961538462,14000.0,6742.699152,0.481621368,4500.0,563497.0
2022-11-01,Checking-Support,Desai,Ratio Of Checker (1/10),Checking,42127.076923077,14000.0,13106.20171,0.936157265,4500.0,1095304.0
2022-11-01,Checking-Support,EC Agencies Goa,Ratio Of Checker (1/10),Checking,5599.0,14000.0,1741.911108,0.124422222,4500.0,145574.0
2022-11-01,Checking-Support,Eastern,Ratio Of Checker (1/10),Checking,130683.807692308,14000.0,40657.18461,2.904084615,4500.0,3397779.0
2022-11-01,Checking-Support,Ekdanta Pharmatech,Ratio Of Checker (1/10),Checking,3746.653846154,14000.0,1165.625636,0.083258974,4500.0,97413.0
2022-11-01,Checking-Support,Ekdanta Pharmatech - Aurangabad,Ratio Of Checker (1/10),Checking,4758.769230769,14000.0,1480.505978,0.105750427,4500.0,123728.0
2022-11-01,Checking-Support,Ekdanta Pharmatech - Nashik,Ratio Of Checker (1/10),Checking,8046.730769231,14000.0,2503.427346,0.178816239,4500.0,209215.0
2022-11-01,Checking-Support,Ekdanta Pharmatech - Sangli,Ratio Of Checker (1/10),Checking,7225.307692308,14000.0,2247.873502,0.160562393,4500.0,187858.0
2022-11-01,Checking-Support,Kalinga Pharmatech,Ratio Of Checker (1/10),Checking,12513.346153846,14000.0,3893.041026,0.278074359,4500.0,325347.0
2022-11-01,Checking-Support,Kamal Health Distributors,Ratio Of Checker (1/10),Checking,15263.307692308,14000.0,4748.58461,0.339184615,4500.0,396846.0
2022-11-01,Checking-Support,Mayapuri,Ratio Of Checker (1/10),Checking,57993.423076923,14000.0,18042.39829,1.288742735,4500.0,1507829.0
2022-11-01,Checking-Support,Medicos,Ratio Of Checker (1/10),Checking,22096.538461538,14000.0,6874.478631999999,0.491034188,4500.0,574510.0
2022-11-01,Checking-Support,Muthu-MW,Ratio Of Checker (1/10),Checking,135830.423076923,14000.0,42258.353844,3.018453846,4500.0,3531591.0
2022-11-01,Checking-Support,Patpadganj,Ratio Of Checker (1/10),Checking,33697.5,14000.0,10483.666662,0.748833333,4500.0,876135.0
2022-11-01,Checking-Support,Pharmeasy Wholesale - Varanasi,Ratio Of Checker (1/10),Checking,3008.230769231,14000.0,935.894022,0.066849573,4500.0,78214.0
2022-11-01,Checking-Support,Sachdeva Jhansi,Ratio Of Checker (1/10),Checking,1139.038461538,14000.0,354.367524,0.025311966,4500.0,29615.0
2022-11-01,Checking-Support,Sachdeva Medicals,Ratio Of Checker (1/10),Checking,53428.769230769,14000.0,16622.283762,1.187305983,4500.0,1389148.0
2022-11-01,Checking-Support,Sachdeva Prayagraj,Ratio Of Checker (1/10),Checking,3141.038461538,14000.0,977.21197,0.069800855,4500.0,81667.0
2022-11-01,Checking-Support,Shreeji Distributors - Hyderabad,Ratio Of Checker (1/10),Checking,70706.923076923,14000.0,21997.709398,1.571264957,4500.0,1838380.0
2022-11-01,Checking-Support,Simba,Ratio Of Checker (1/10),Checking,160440.076923077,14000.0,49914.690602,3.565335043,4500.0,4171442.0
2022-11-01,Checking-Support,Soham Pharma,Ratio Of Checker (1/10),Checking,24765.076923077,14000.0,7704.690602000001,0.550335043,4500.0,643892.0
2022-11-01,Checking-Support,Som Pharma,Ratio Of Checker (1/10),Checking,25853.538461538,14000.0,8043.323078,0.574523077,4500.0,672192.0
2022-11-01,Checking-Support,Sri Alagu Pharma,Ratio Of Checker (1/10),Checking,32179.384615385,14000.0,10011.364104,0.715097436,4500.0,836664.0
2022-11-01,Checking-Support,Varma Medicals,Ratio Of Checker (1/10),Checking,28512.153846154,14000.0,8870.447865999999,0.633603419,4500.0,741316.0
2022-11-01,Checking-Support,Venkatesha,Ratio Of Checker (1/10),Checking,15639.692307692,14000.0,4865.682052,0.347548718,4500.0,406632.0
2022-11-01,Dispatch-Lead,7 Star,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,AK Pharma - Belgaum,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Aarogyadhan,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Aarogyadhan - Jodhpur,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Aarogyadhan - Kota,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Aayush Pharma - Guwahati,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Ahilya Pharmatech - Gwalior,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Aryan - Branch,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Aryan Wellness,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Ashirwad Distributors - Ahmedabad,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Ashirwad Distributors - Bilaspur,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Ashirwad Distributors - Nagpur,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Ashirwad Distributors - Raipur,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Ashirwad Distributors - Rajkot,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Ashirwad Distributors - Surat,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Aspire Pharma - Jammu,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Avighna Bangalore - Generics,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Avighna Delhi,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Balaji Pharmatech - Vijaywada,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
2022-11-01,Dispatch-Lead,Balaji Pharmatech - Vizag,Dispatch-Lead - Not required,Dispatch,0.0,16000.0,0.0,0.0,1.0,0.0
