unit_name,month,Total Salary--Admin--ADMIN,Total Salary--Admin--Admin,Total Salary--Admin--Driver,Total Salary--Admin--HOUSEKEEPING,Total Salary--Admin--Housekeeping,Total Salary--Admin--Maintenance,Total Salary--Admin--Security,Total Salary--Admin--Support,Total Salary--Audit & Refilling--Audit,Total Salary--Audit & Refilling--Audit & Refilling,Total Salary--Audit & Refilling--Lead,Total Salary--Audit & Refilling--Refilling,Total Salary--CHECKING--Support,Total Salary--Checking--Checking & Packing,Total Salary--Checking--Checking & packing,Total Salary--Checking--Lead,Total Salary--Checking--Modification,Total Salary--Checking--Support,Total Salary--Data Analyst--Data Analyst,Total Salary--Data Analyst--Data analyst,Total Salary--Data analyst--Data Analyst,Total Salary--Data analyst--Data analyst,Total Salary--Delivery--Delivery,Total Salary--Delivery--Delivery Boy,Total Salary--Delivery--Delivery Supervisor,Total Salary--Delivery--Delivery boy,Total Salary--Dispatch--Lead,Total Salary--Dispatch--Sorting,Total Salary--Dispatch--Support,Total Salary--Dispatch--System Operator,Total Salary--Dispatch--System operator,Total Salary--Dispatch--lead,Total Salary--Expiry--Expiry,Total Salary--Expiry--Lead,Total Salary--Expiry--lead,Total Salary--Finance & Accounts--Finance & Accounts,Total Salary--Finance & Accounts--Lead,Total Salary--Finance & Accounts--Payeables,Total Salary--Finance & Accounts--RECEIVABLES,Total Salary--Finance & Accounts--Receivable,Total Salary--Finance & Accounts--Receivables,Total Salary--Finance & Accounts--Support,Total Salary--Finance & Accounts--receivables,Total Salary--HR--HR,Total Salary--IT --IT ,Total Salary--IT--IT,Total Salary--Inward--Gatepass Entry,Total Salary--Inward--Godown To Store,Total Salary--Inward--Godown to Store,Total Salary--Inward--Godown to store,Total Salary--Inward--Inward Checking,Total Salary--Inward--Inward checking,Total Salary--Inward--Lead,Total Salary--Inward--Loader,Total Salary--Inward--Overall,Total Salary--Inward--PURCHASE ENTRY,Total Salary--Inward--Purchase Entry,Total Salary--Inward--Purchase entry,Total Salary--Inward--System Operater,Total Salary--Inward--gatepass entry,Total Salary--Inward--lead,Total Salary--Inward--purchase entry,Total Salary--Overall Non - Ops--Lead,Total Salary--Overall Operation--Lead,Total Salary--Overall Operation--MIS,Total Salary--Overall Operation--Support,Total Salary--Overall Operation--lead,Total Salary--Overall Operation--support,Total Salary--PURCHASE--Lead,Total Salary--Purchase--Lead,Total Salary--Purchase--Purchase Entry,Total Salary--Purchase--Support,Total Salary--Purchase--lead,Total Salary--Purchase--support,Total Salary--SALES--Sales Executive,Total Salary--Sales Return--Sale return,Total Salary--Sales Return--Sales Return,Total Salary--Sales--BD,Total Salary--Sales--BD Special,Total Salary--Sales--BD Vaccines,Total Salary--Sales--COLLECTION,Total Salary--Sales--Call Center,Total Salary--Sales--Call Center ,Total Salary--Sales--Call Centre,Total Salary--Sales--Call centre,Total Salary--Sales--City Head,Total Salary--Sales--Collection,Total Salary--Sales--Collection ,Total Salary--Sales--Lead,Total Salary--Sales--Sales Executive,Total Salary--Sales--Sales executive,Total Salary--Sales--executive,Total Salary--Sales--lead,Total Salary--Sales--sales executive,Total Salary--Store--CHALLAN PRINTING,Total Salary--Store--Challan Printing,Total Salary--Store--Lead,Total Salary--Store--Modification,Total Salary--Store--PICKING,Total Salary--Store--Picking,Total Salary--Store--Support,Total Salary--Store--lead,Total Salary--Store--picking,Total Salary--store--Modification,Total Salary--store--Support
Bokaro,2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9090.0,,,,,,,,,,,,,,,,,,,,,,,,89829.0,,,,,,,,,,,,,,,
Bokaro,2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16965.225806451614,,,,,,,,,,,,,,,,,,,,,,,,186704.8064516129,,,,,,,,,,,,,,,
Bokaro,2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16502.612903225807,,,,,,,,,,,,,,,,,,,,,,,,195133.0,,,,,,,,,,,,,,,
Bokaro,2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12897.0,,,,,,,,,,,,,,,,,,,,,,,,,16040.0,,,,,,,,,,,,,,,,,,,,,,,,177759.66666666666,,,,,,,,,,,,,,,
Bokaro,2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11188.709677419354,,,,,,,,,,,,,,,,,,,,,,,,,15413.225806451614,,,,,,,,,,,,,,,,,,,,,,,,181205.7741935484,,,,,,,,,,,,,,,
Bokaro,2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8598.0,,,,,,,,,,,,,,,,,,,,,,,,,10694.0,,,,,,,,,,,,,,,,,,,,,,,,,127365.33333333334,,,,,,,,,,,,,,
Chandigarh,2022-04-01,,,,,11949.04,,,,,,,13622.0448,,46984.95619,,,17108.967033333334,,,,,,,,,,19963.251333333334,15767.599666666667,,,,,19065.37,,,27500.0,,11056.157333333333,,,13995.866666666667,,,,,0.0,,,,,48507.57,,17152.81864,,,,,,,,,,,27669.5,,17590.381633333334,,,,36053.0,,,,,,,,31239.466666666667,,,,,,94730.40477333334,,,16515.633333333335,,,175990.81113333334,,,,,,,,,,109973.77971399999,,,,,
Chandigarh,2022-05-01,,,,,12359.6,,,,,,,16961.09677419355,,57214.880000000005,,,17573.47870967742,,,,,,,,,,16700.36387096774,17972.15870967742,,,,,14537.206451612903,,,32082.0,,15289.723870967742,,,16962.64,,,,,,,,,,43970.327741935485,,20059.749677419357,,,,,,,,,,,27642.58064516129,,22340.47870967742,,,,45943.0,,,,,,,,42614.58322580645,,,,,,100239.74451612904,,,19881.28,,,195305.7935483871,,,,,,,,,,105108.4258064516,,,,,
Chandigarh,2022-06-01,,,,,12359.6,,,,,,,11820.48,,56262.22333333333,,,15733.44,,,,,,,,,,22103.940000000002,15792.213333333333,,,,,19847.013333333336,,,29323.0,,15528.04,,,19771.280000000002,,,,,,,,,,31985.260000000002,,18653.76,,,,,,,,,,,25166.0,,18357.8,,,,41027.0,,,,,,,,77374.54666666666,,,,,,107788.64,,,19881.28,,,164240.48,,,,,,,,,,89188.8,,,,,
Chandigarh,2022-07-01,,,,,12359.6,,,,,,,,,85817.70580645162,,,17332.470967741938,,,,,,,,,,26723.40129032258,16761.058064516128,,,,,19031.84,,,28414.0,,22485.6,,,14826.119999999999,,,,,,,,,,30002.6,,18300.12,,,,,,,,,,,26835.0,,19276.30838709677,,,,42350.0,,,,,,,,55190.65806451613,,,,,,100162.89032258064,,,33900.88,,,134944.93333333332,,,,,,,,,,134457.26129032258,,,,,
Chandigarh,2022-08-01,,,,,12359.6,,,,,,,,,72028.39096774193,,,17332.470967741938,,,,,,,,,,23214.949677419358,16705.467096774195,,,,,19514.212903225805,,,,,16996.415483870966,,,17978.55612903226,,,,,,,,,,33810.14580645161,,12405.783225806452,,,,,,,,,,,26835.0,,20379.14709677419,,,,41042.0,,,,,,,,20575.785806451615,,,,,,143238.1251612903,,,34504.75096774194,,,140241.36473118278,,,,,,,,,,152412.33741935485,,,,,
Chandigarh,2022-09-01,,,,,12359.6,,,,,,,,,69469.09666666666,,,16318.679999999998,4451.612903225807,,,,,,,,,22708.173333333336,30693.45333333333,,,,,19597.906666666666,,,,,13495.28,,,16170.08,,,,,,,,,,42246.05333333333,,17273.833333333332,,,,,,,,,,,24332.0,,13411.92,,,,42350.0,,,,,,,,39746.600000000006,,,,,,126580.21,,,33900.88,,,121732.06666666667,,,,,,,,,,131545.83,,,,,
Chandigarh,2022-10-01,,,,,12359.6,,,,,,,11952.01935483871,,87033.65096774194,,,25611.40387096774,6820.0,,,,,,,,,22922.578709677422,38201.2335483871,,,,,19272.526451612903,,,,,16520.48,,,17489.29806451613,,,,,,,,,,65326.217419354834,,17003.8064516129,,,,,,,,,,,0.0,,20785.538064516128,,,,41042.0,,,,,,,,40186.345806451616,,,,,,125110.95419354839,,,33900.88,,,153255.14451612905,,,,,,,,,,93615.27591397849,,,0.0,,
Chandigarh,2022-11-01,,,,,11948.04,,,,,,,5382.56,,81712.09,,,29367.51,6387.096774193549,,,,,,,,,20895.473333333335,37955.46967741935,,,,,19597.906666666666,,,,,15970.24,,,8520.08,,,,,,,,,,53415.346666666665,,16078.0,,,,,,,,,,,,,19131.28,,,,40998.0,,,,,,,,61693.746666666666,,,,,,116478.35333333333,,,33900.88,,,,135732.67612903225,,,,,,,,,121351.08365591397,,,,,
Chennai,2022-04-01,,55938.84166666667,,,18694.86666666667,20551.833333333332,,,,,,22718.066666666666,,474270.5291666667,,24736.475,91262.88750000001,,,,40894.5,,,100050.86666666667,,,15150.625,175710.225,,86047.54656539932,,,169807.75,,,169087.12083333332,,29028.0,,,134606.6,,,1699.3333333333333,,79401.0,15400.0,,289416.33007029665,,114761.60416666666,,,60467.52083333333,,,95787.0,,,,,,,,,,,,,,,80264.0,,,,,51703.0,73622.74624059198,,,,,,175063.46265286123,,74340.0,,,,576710.7,,,,,,39820.916666666664,16892.625,,,1126115.0258837696,,20621.0,,,
Chennai,2022-05-01,,24054.0,,,0.0,24699.166666666668,,,,,,,,435902.5125,,29854.583333333332,90618.43333333333,39330.287500000006,,,35231.73333333334,,,,,113179.80833333333,17492.083333333332,129672.31666666667,,122222.65416666667,,19459.791666666664,199796.60833333334,,,76304.0,158551.73333333334,18983.0,,,157878.0,51484.0,,,,29982.0,14732.0,,176578.225,,78584.0,,64012.52916666667,101499.5625,27421.0,,,104311.06666666667,,,,,,,,,,,,83956.0,,,,,,,58610.0,19211.3125,,,,,,135053.93333333332,,,250084.0,,148962.0,466003.7,,,62132.0,,,102580.39583333333,24282.0,,,925584.95,366669.93333333335,,,,
Chennai,2022-06-01,,74044.0,,,,22276.58064516129,,,,,,,,371362.9662893696,,27241.84677419355,72281.87903225806,34303.04435483871,,,31538.0,,,108317.55738814417,,,17001.354838709678,122042.81451612903,,95410.39112903226,,20514.532258064515,174309.46370967742,,,73313.32258064517,137432.3548387097,5425.0,,,142924.61290322582,29457.0,,,,28721.645161290322,13883.0,,178002.6008064516,,70266.0,,68761.91532258065,76555.23387096774,25396.0,,,100960.0,,,,,,,,25748.0,,,,86651.0,,,,,,,53788.0,16513.120967741936,,,,,,121896.12903225806,,,242388.0,,134965.0,448960.0,,,57914.0,,,94777.3629032258,22760.0,,,873902.0927419355,417456.10080645164,,,,
Chennai,2022-07-01,,82456.0,,,,23018.166666666668,,,,,,,,385443.1336210132,,27499.875,65955.925,21218.0875,,,,34929.176428070845,,109030.69539138977,,,36432.27916666667,180765.55416666667,,85528.82083333333,,,171778.51666666666,,,75239.0,137740.73333333334,16197.0,,,159490.5875,29020.0,,,,29177.0,13896.0,,182138.67083333334,,79778.0,,71276.65833333333,74755.29166666666,23898.0,,102039.0,,,,,,,,,25000.0,,,,83461.0,,,,,,,53437.0,20383.8125,,,,,,122325.125,,,227796.0,,193074.0,401722.8333333333,,,,,,96367.67916666667,22122.0,,,929435.25,392535.0208333333,,,,
Chennai,2022-08-01,,77241.0,,,,22350.290322580644,,,,,,,,384540.68341070926,,24570.774193548386,61377.99193548387,18740.657258064515,34327.39465399033,,,,,,,109778.35970255913,16240.387096774193,189134.0806451613,,,71048.54435483871,20949.274193548386,170126.90725806452,,,73982.09677419355,137432.3548387097,13865.0,,,160917.43548387097,29457.0,,,,28294.0,13494.0,,203770.53629032258,,78783.45161290323,,72166.31451612903,77859.18548387097,29451.629032258064,,,100715.80645161291,,,,,,,,25748.0,,,,84113.0,,,,,,,50619.0,18142.532258064515,,,,,,116466.12903225806,,,229958.0,,134965.0,407268.5483870968,,,57914.0,,,91241.66532258064,21408.0,,,943702.5524193548,459818.99596774194,,,,
Chennai,2022-09-01,,45557.0,,,,22350.0,,,,,,,,381955.87011901545,,26820.032258064515,61345.63709677419,19904.048387096773,24880.0,,,,,,,124146.56330139253,,387679.5282258064,,,,19047.27822580645,194838.15322580645,,,295949.0,,,,,83686.0,27711.0,,,,28294.0,,,,246268.61693548388,130277.92741935485,,,76276.17338709677,,,,100353.0,,,,,,,,25748.0,,,,79913.0,,,,,,,48367.0,16111.0,,,21234.0,,,108509.0,,,216361.0,,134965.0,399311.0,,,57914.0,,,71934.79032258064,22122.0,,,1127363.1169354839,225003.79032258064,,,,11548.0
Chennai,2022-10-01,,19286.0,,,11616.0,22371.0,,,,,,,,386225.9918018491,,24158.333333333332,61670.14166666666,16894.8125,32397.0,,,,,111351.86184118065,,,15903.333333333334,182030.79583333334,,,69380.3875,20470.566666666666,126221.225,47236.86666666667,,97720.0,132304.0,,,,166058.0,29021.0,,,,29177.0,13896.0,,229677.39583333334,,74865.93333333333,,40009.05,76008.59166666667,26182.966666666667,,61882.0,38557.0,,,,,,,,25773.0,,,,52638.0,,31542.0,,,,,55455.0,16127.0,,,,,,122185.0,,,176899.0,,135102.0,408405.0,,,57972.0,,,96839.9,22781.0,,56588.40833333333,935326.0458333333,373607.3375,,14835.333333333334,,
Chennai,2022-11-01,,31483.0,,,12046.0,21024.0,,,,,,,,335430.2891886909,,25135.495967741936,49627.47580645161,18916.875,30550.0,,,,,101696.4441700987,,,15721.75,180163.90927419355,,,57363.028225806454,18395.165322580644,125297.2379032258,64798.55846774194,,125873.0,132171.0,,,,159984.20967741936,29457.0,,,27439.0,,13059.0,,190601.3991935484,,87825.86491935483,,41775.719758064515,63765.77620967742,25396.0,,59306.0,39591.51612903226,,,,,,,,116304.52822580645,,,,23385.0,,55729.0,,,,,48462.096774193546,16621.766129032258,,,,,,125467.90322580645,,,122381.0,,51039.0,,505481.0,,57914.0,,,91826.2379032258,23397.74193548387,,31265.52822580645,976453.2399193548,196215.28629032258,,12568.899193548386,,
Coimbatore,2022-04-01,,,,,,18502.019523081693,11333.333333333334,,,,,,,115573.54128265579,,13639.234133594104,,,,,,,,87041.29428782761,,,,36148.0,,10553.924358024788,,,38221.0,,,14671.0,,25400.0,,,17210.0,,,,,18154.0,,,33355.03664791491,,50811.867280176295,,,,,,11911.106290465168,,,,,,,,,,,,,27410.0,,22600.0,,,,,,19704.0,,,,,,67024.0,,,,,,109497.82653659786,,,,,,,,,,179503.25376752936,,,,,
Coimbatore,2022-05-01,,,,,,23466.89791666667,11333.333333333334,,,,,,,109575.25752533949,,13235.672792117959,,,,,,,,94005.82920104713,,,,36815.800565004756,,11976.831887346052,,,40646.25629046517,,,17071.0,,26727.0,,,19338.0,,,,,18780.0,,,39293.375,,49860.053723971665,,,,,,12782.212580930338,,,,,,,,,,,,,25310.0,,25800.0,,,,,,24986.85871284733,,,,,,104419.0,,,,,,91448.82707453286,,,,,,,,,,167161.5592194512,,,,,
Coimbatore,2022-06-01,,,,,,,11290.322580645161,,,,,,,108987.10450215614,,14346.322580645161,,,,,,,,94546.48562827156,,,,61564.58198376106,,12384.994332305065,,,39909.45770045016,,,,,40341.0,,,38880.77419354839,,,,,18045.82975311649,,,39914.80241935484,,52343.10704321069,,,,,,3834.5182980917452,,,,,,,,,,,,,25310.0,,24252.0,,,,,,21780.129032258064,,,,,,72706.83870967742,,,,,,134724.0,,,,,,,,,,154821.90497550744,,,,,
Coimbatore,2022-07-01,,,,,,,11666.666666666666,,,,,,,133280.8374550824,,38582.74166666667,,,,,,,,104616.75584249085,,,,43106.22936155608,,13684.477368450995,,,40662.26879046517,,,,,42242.0,,,18904.0,,,,,18780.0,,,42398.20208333333,,55222.838352018036,,,,,,,,,,,,,,,,,,,25310.0,,25800.0,,,,,,23258.833333333332,,,,,,65510.50833333333,,,,,,133247.70833333334,,,,,,,23042.764583333334,,,161686.75619186874,,,,,
Coimbatore,2022-08-01,,,,,,,8494.225806451614,,,,,,,173322.73028673834,,13487.260752688173,,,,,,,,90842.7567204301,,,,43385.380824372754,,12215.541218637993,,,38257.82258064516,,,,,39532.0,,,18904.0,,,,,18780.0,,,42077.33960573477,,57247.98745519713,,,,,,,,,,,,,,,46188.63508064516,,,,25310.0,,25026.0,,,,,,23238.129032258064,,,,,,72641.0,,,,,,,133445.25806451612,,,,,,,,,159428.5333781362,,,,,
Coimbatore,2022-09-01,,,,,,,11290.322580645161,,,,,,,186844.1549185715,,16957.915322580644,,,,,,,,83302.3467083249,,,,44130.72418023118,,12386.76740637943,,,41890.08277876984,,,,,42771.0,,,18294.0,,,,,18780.0,,,,40323.590725806454,55577.99699177125,,,,,,,,,,,,,,,44915.290322580644,,,,26126.451612903227,,22316.0,,,,,,22143.129032258064,,,,,,74725.67741935483,,,,,,,116615.54838709677,,,,,,,,,146740.79288124252,,,,,
Coimbatore,2022-10-01,,,,,,,11333.333333333334,,,,,,,219375.6769572383,,15633.13125,,,,,,,,89653.92886722753,,,,46116.9758729437,,,10773.959942456198,,43189.325161860674,,,,,43243.46666666667,,,17892.166666666668,,,,,18400.462039110185,,,40826.17291666666,,52186.75524262792,,,,,,9473.1,,,,,,,,,46060.79166666667,,,,26997.333333333332,,26600.0,,,,,,22881.833333333332,,,,,,122925.0,,,,,,68821.13333333333,,,,,,,,,,196682.26116261826,,,,,
Coimbatore,2022-11-01,,,,,,,10000.0,,,,,,,210062.4189396995,,15650.83870967742,,,,,,,,90316.29639259816,,,,25227.109579771197,,,14316.299559672101,,35881.45770045016,,,,,42258.0,,,18904.0,,,,18780.0,,,,42096.03629032258,,50752.69176440422,,,,,,15909.290322580646,,,,,,,,,45439.93951612903,,,,24902.0,,25413.0,,,,,,22586.0,,,,,,115164.83870967742,,,,,,,67487.74193548388,,,,,,,,,253822.47499314003,,,,,
DC,2022-04-01,,91117.0,,,76782.0,,,,99125.0,,,130865.0,,395369.0,,27376.0,190434.0,,,,33100.0,,,29812.0,,,72223.0,163480.0,,15282.0,,,245050.0,,,,,50885.0,,,85336.0,33128.0,,41206.0,,28484.0,,,56766.0,,135515.0,,46902.0,12296.0,,,58994.0,,,,,,15893.0,60000.0,,112223.0,,,,120309.0,,,,,,,52893.0,272460.0,,255527.0,,,,837467.0,,85350.0,664502.0,,,254205.0,,,,,,41954.0,44109.0,,,1191896.0,,,,,
DC,2022-05-01,,84361.0,,,86925.0,,,,124389.0,,,122047.0,,324877.0,,27762.0,168720.0,,,,33100.0,,,29334.0,,,74950.0,146823.0,,0.0,,,271917.0,,,,,50912.0,,,75932.0,31393.0,,40654.0,,15727.0,,,58186.0,,135004.0,,66824.0,4650.0,,,54832.0,,,,,,14999.0,0.0,,109531.0,,,,152947.0,,,,,,,63353.0,251209.0,,234272.0,,,,849903.0,,86251.0,687809.0,,,231300.0,,,,,,30093.0,32996.0,,,1259522.0,,,,,
DC,2022-06-01,,36885.75,,,128729.25,,,,138114.25,,,137513.75,,346102.75,,26082.25,156146.0,,,,33102.25,,,19812.5,,,85704.75,139583.0,,7816.25,,,303116.75,,,,,50889.5,,,70748.75,32226.25,,40473.5,,23939.25,,,48663.75,,139738.5,,42452.25,,,,52185.5,,,,,,15001.0,,,88373.75,,,,142938.75,,,,,,,63634.75,218138.25,,241860.5,,,,772440.25,,83607.5,695983.0,,,246598.5,,,,,,40962.5,16483.5,,,1223163.0,,,,,
DC,2022-07-01,,43159.0,,,122685.0,,,,130730.0,,,128696.0,,346892.0,,21872.0,154654.0,,,,,33100.0,,16754.0,,,97565.0,118483.0,,,,,244166.0,,,,,50912.0,,,70934.0,25276.0,,42470.0,,32850.0,,,29171.0,,112714.0,,45326.12,,,,61880.0,,,,,,0.0,,,59251.0,,,,151875.0,,,,,,,68396.0,170802.0,,240927.0,,,,709909.0,,87095.0,690849.8387096775,,,229957.0,,,,,,42751.0,32339.0,,,1166975.2322580644,,,,,
DC,2022-08-01,,39438.0,,,128288.0,,,,138935.0,,,111098.0,,315931.0,,15313.0,132265.0,,33100.0,,,,,14329.0,,,101688.0,100858.0,,,,,236111.0,,,,,50912.0,,,57019.0,30285.0,,42546.0,,32850.0,,,41043.0,,113980.0,,44248.12,,,,61157.0,,,,,,,,,42067.0,,,,149361.0,,,,,,,54240.0,192197.0,,263160.0,,,,840440.0,,32928.0,729178.0,,,,189389.0,,,,,38584.0,19914.0,,,1326188.0,,,,,
DC,2022-09-01,,14252.0,,,148868.0,,,,122292.0,,,130828.0,,351427.0,,30603.0,170312.0,,33100.0,,,,,14807.0,,,45094.0,115727.0,,11661.0,,,220751.0,,,,,50885.0,,,58338.0,32392.0,,43154.0,,30281.0,,,,44665.0,162837.0,,42921.0,,,,63306.0,,,,,,,,,26547.0,,,,150385.0,,,,,,,75137.0,164857.0,,256664.0,,,,747717.0,,32928.0,748031.0,,,,215958.0,,,,,33102.0,,,,1255048.0,,,,,
DC,2022-10-01,,8867.0,,,179561.0,,,,133525.0,,,137183.0,,335267.0,,14424.0,142672.0,,33100.0,,,,,13374.0,,,84195.0,95969.0,,,,,242075.0,,,,,51665.0,,,48486.0,32382.0,,38640.0,,37764.0,,,40027.0,,103559.0,,45868.0,,,,60459.0,,,,,,,,,25748.0,,,,149730.0,,,,,,,58522.0,111637.0,,279889.0,,,,779363.0,,30920.0,652283.0,,,176063.0,,,,,,33707.0,14140.0,,,1400318.0,,,,,
DC,2022-11-01,,39192.0,,,70926.0,,,,133095.0,,,100744.0,,291817.0,,14905.0,127062.0,,33100.0,,,,,0.0,,,65480.0,99308.0,,,,,215690.0,,,,,50885.0,,,41659.0,30246.0,,36460.0,30683.0,,,,44460.0,,122480.0,,40583.0,,,,62567.0,,,,,,,,,22575.0,,,,138468.0,,,,,,,64165.0,89183.0,,273247.0,,,,630120.0,,34936.0,710879.0,,,,195237.0,,,,,30955.0,15244.0,,,1207893.0,,,,,
DRK,2022-04-01,,,,,,,,,,,,,,83167.0,,,,,,,,,,20151.0,,,,,,,,,10574.0,,,14904.0,,,,,14904.0,,,,,,,,,,10084.0,,,,,,23449.0,,,,,,,,,,,,,21099.0,,,,,,,,,,,,,,72815.0,,41800.0,,,,193046.0,,,,,,,22561.0,,,123163.0,11525.0,,,,
DRK,2022-05-01,,,,,,,,,,,,,,80305.0,,,,,,,,,,22564.0,,,,,,,,,12426.0,,,17985.0,,,,,18082.0,,,,,,,,,,11026.0,,,,,,13632.0,,,,,,,,,,,,,21379.0,,,,,,,,,,,,,,78833.0,,44800.0,,,,229175.0,,,,,,,24556.0,,,122365.0,12558.0,,,,
DRK,2022-06-01,,,,,,,,,,,,,,76545.0,,,,,,,,,,30670.0,,,,,,,,,11557.0,,,17485.0,,,,,18485.0,,,,,,,,,,11026.0,,,,,,12355.0,,,,,,,,,,,,,20525.0,,,,,,,,,,,,,,82028.0,,46400.0,,,,227291.0,,,,,,,25330.0,,,143340.0,,,,,
DRK,2022-07-01,,,,,,,,,,,,,,87488.0,,,,,,,,,,46502.0,,,,,,,,,12803.0,,,18485.0,,,,,18485.0,,,,,,,,,,26525.0,,,,,,11846.0,,,,,,,,,,,,,21379.0,,,,,,,,,,,,,,82814.0,,44800.0,,,,239187.0,,,,,,,26104.0,,,135294.0,,,,,
DRK,2022-08-01,,,,,,,,,,,,,,81300.0,,,,,,,,,,32292.0,,,,,,,,,11672.0,,,18485.0,,,,,18485.0,,,,,,,,,,22425.0,,,,,,12677.0,,,,,,,,,,,,,20525.0,,,,,,,,,,,,,,80370.0,,44800.0,,,,,221151.0,,,,,,23782.0,,,135655.0,,,,,
DRK,2022-09-01,,,,,,,,,,,,,,81613.0,,,,,,,,,8654.0,22939.0,,,,,,,,,12049.0,,,18485.0,,,,,18985.0,,,,,,,,,,26788.0,,,,,,12744.0,,,,,,,,,,,,,22234.0,,,,,,,,,,,,,,79134.0,,44800.0,,,,,235137.0,,,,,,24556.0,,,150187.0,,,,,
DRK,2022-10-01,,,,,,,,,,,,,,67512.0,,,,,,,,,,43415.0,,,,,,,,,11614.0,,,18485.0,,,,,18485.0,,,,,,,,,,30577.0,,,,,,11725.0,,,,,,,,,,,,,22234.0,,,,,,,,,,,,,,76509.0,,44800.0,,,,237386.0,,,,,,,23782.0,,,144558.0,,,,,
DRK,2022-11-01,,,,,,,,,,,,,,70899.0,,,,,,,,,16270.0,23854.0,,,,,,,,,11614.0,,,18485.0,,,,,18485.0,,,,,,,,,,27045.0,,,,,,10705.0,,,,,,,,,,,,,20525.0,,,,,,,,,,,,,,81832.0,,44800.0,,,,,239291.0,,,,,,25330.0,,,168999.0,,,,,
Davangere,2022-04-01,,22442.30769230769,,,28483.0,,,,,,21086.0,,,277576.3846153846,,22543.0,,28384.615384615387,,,17307.69230769231,,,284371.3076923077,,,,285394.3846153846,,,,,5884.615384615384,,,27295.0,22543.0,37262.0,,,21243.0,51727.0,,34810.307692307695,,,21914.53846153846,,169605.38461538462,,205347.76923076922,,0.0,32538.0,,,67461.0,,,,,,,15096.807692307691,,,,,,22543.0,,88095.76923076923,,,,,100517.0,,,,,,,312275.26923076925,,,127350.0,,,1026511.1153846154,,,,,,126619.6923076923,16867.0,,,830547.9230769231,182565.6923076923,,,,
Davangere,2022-05-01,,24000.0,,,30207.0,,,,,,25950.0,,,307397.46153846156,,25428.0,,17769.23076923077,,,8974.461538461539,,,311872.3076923077,,,,317336.8461538461,,,,,8480.76923076923,,,29543.615384615383,25428.0,40100.0,,,23308.0,57261.0,,24450.0,,,19334.0,,194853.34615384616,,213292.38461538462,,19884.615384615383,36800.0,,,67366.23076923077,,,,,,,,,,,,,25428.0,,99426.07692307692,,,,,117586.07692307692,,,,,,,312621.0,,,121072.84615384616,,,1086631.923076923,,,,,,113833.92307692308,19514.0,,,902424.3076923076,210311.46153846153,,,,
Davangere,2022-06-01,,18077.0,,,40394.846153846156,,,,,,25950.0,,,296234.0,,,,,,,,,,302446.07692307694,,,,305384.0,,,,,7961.538461538461,,,47160.0,25428.0,28031.692307692305,,,44201.0,33021.0,,24450.0,,,19997.076923076922,,,,456921.76923076925,,,35789.07692307692,,,61596.07692307692,,,,37752.0,,,,,,,,,25428.0,,71818.84615384616,,,,,135635.11538461538,,,,,,,366453.3076923077,,,28405.692307692305,,,1335398.0,,,,,,49679.46153846154,19514.0,,,1196629.6153846153,,,,,
Davangere,2022-07-01,,23269.23076923077,,,40741.0,,,,,,25950.0,,,263485.1538461539,,25428.0,,26189.69230769231,,,,29167.0,,299441.1538461539,,,,312375.0,,,,,4500.0,,,42524.07692307692,25428.0,28724.0,,,44201.0,33021.0,,24450.0,,18461.53846153846,19334.0,,6240.076923076923,,438874.3076923077,,23500.0,35251.0,,,64880.61538461538,,,,,,,,,,,,,25428.0,,82847.0,,,,,137761.0,,,,,,,341632.21153846156,,,40578.46153846154,,,1059561.6153846155,,,,,,16257.0,19514.0,,,1107518.8461538462,,,,,
Davangere,2022-08-01,,17500.0,20687.0,,40394.846153846156,,,,,,25950.0,,11538.461538461539,265698.0,,25428.0,,,,,,28045.19230769231,,274916.23076923075,,,,328929.76923076925,,,,,5538.461538461538,,,63230.346153846156,25428.0,31356.0,,,44201.0,41328.69230769231,,39450.0,,20000.0,19334.0,,5365.384615384615,,460813.3076923077,,,35251.0,,,66152.0,,,,23500.0,,,,,,,,,25428.0,,75776.53846153847,,,,,134919.57692307694,,,5769.2307692307695,,,,323419.26923076925,,,33345.769230769234,,,55519.23076923077,1059147.3846153845,,,,,16257.0,19514.0,,,1114332.25,,,,,
